#Table1
objID,ra,dec,psfmag_r
1237658492815999134,179.521504191423,10.132651982006,21.72842
1237658492816000125,179.521546758355,10.1509752872101,22.77293
1237660614514704699,179.521632620621,10.1777990336298,24.79793
1237660614514704453,179.521740103516,10.1906269061567,17.49485
1237658492816000297,179.522012208739,10.0914929709855,23.71952
1237660613977833922,179.522134676875,9.93687443041905,22.62558
1237660613977834343,179.522290106315,9.83716963943949,22.94249
1237658492815999754,179.522633950173,10.0806343780513,20.76682
1237658492815999751,179.52281019906,10.0025089187264,22.31152
1237660614514704397,179.522864436772,10.1695663431821,24.13381
1237658492815999763,179.522912086686,10.1002238161186,21.15228
1237660614514704571,179.523020370912,10.2274830674176,20.38586
1237658492816000126,179.523216436171,10.0684558360329,22.00858
1237658492815999755,179.523477713162,10.0821447121292,23.89073
1237660613977833924,179.523887564668,9.92821604113704,21.73205
1237660613977833755,179.524134992399,9.86048137511337,20.28246
1237660613977833593,179.524349448926,9.82084153579214,25.35103
1237658492815999269,179.524483557896,10.123528970373,18.08877
1237658492815999762,179.52460981482,9.98249435443765,21.7281
1237658492816000298,179.524611593022,9.99300845854388,23.59234
1237658492815999129,179.524740133491,10.1045066748265,14.47902
1237658492816065426,179.643129611428,9.95624822682588,22.83716
1237660613977899096,179.643377660525,9.808439071612,17.5692
1237658492816065429,179.643394581747,10.0232481901151,22.35776
1237660613977899032,179.643513649327,9.83954991237498,25.28426
1237660613977899227,179.643532893545,9.88946149093938,20.45152
1237660614514770143,179.643559200972,10.2265986540061,21.43062
1237660613977899218,179.643573250172,9.79378662023589,19.81571
1237658492279194488,179.643579708747,9.74288749890001,22.61057
1237660613977899101,179.643907122268,9.87053730947035,23.49363
1237660614514770141,179.644067131857,10.1973974472951,21.823
1237658492816065595,179.644087358221,10.082437658797,23.46695
1237658492816064662,179.644209254848,10.1518794149333,19.39552
1237658492816065431,179.644889102309,10.0218149116127,21.97385
1237658492816064803,179.644931857452,9.95828058894753,19.98774
1237660613977899313,179.645016179342,9.93868902670775,22.15177
1237660613977899303,179.645267674453,9.80567849719766,20.62478
1237658492816065596,179.645305795219,10.0423518640483,23.28956
1237660613977899204,179.645463096838,9.74749151158819,21.92049
1237660613977899011,179.645483592449,9.8471090422855,10.25655
1237660613977899020,179.645693408563,9.84387691062399,21.99015
1237658492816065597,179.646125086069,10.0019924252381,24.51712
1237660613977899199,179.646301604163,9.75242835225044,18.66422
1237660614514770149,179.646606764002,10.1953182066193,20.83542
1237660613977899079,179.757900381296,9.92188485451339,25.26095
1237658492816130149,179.757908482609,10.1064411967786,19.04751
1237658492816130150,179.757964369191,10.1075030572627,22.43265
1237658492816130890,179.757977889271,10.1029622943925,22.25649
1237658492816130506,179.758428755825,10.1565894154663,23.05524
1237660613977899063,179.758492999718,9.94013002553467,21.34346
1237660613977899167,179.758593341758,9.89234519687354,16.95518
1237660613977899072,179.758607426499,9.92421219131212,25.8472
1237658492816130892,179.758668488151,10.0944913654466,22.06521
1237660613977899162,179.758841925466,9.76242768985214,17.9083
1237658492816130505,179.758860062396,10.145447750208,21.19994
1237660613977899165,179.758995258132,9.75359848750689,19.21358
1237658492816130152,179.759350905438,10.0338990366691,17.79864
1237658492816130891,179.759773639022,9.98752998748851,22.85828
1237660614514770077,179.759889988106,10.1788868386557,19.80083
1237658492816130243,179.759946307285,10.079424678166,19.03688
1237660613977899069,179.760322817703,9.92211130936548,21.95293
1237658492816130507,179.760375224971,10.0545833875407,23.96546
1237660613977899170,179.76041141404,9.95098005237512,18.94842
1237660614514770645,179.760579339854,10.2008077474116,26.16936
1237658492816130508,179.760862202419,10.0654659544567,21.40139
1237660613977899538,179.760937223522,9.90134421595606,22.99547
1237660613977899059,179.760939637185,9.91796896131927,19.22396
1237658492816130050,179.761001899909,9.99971918683634,15.34494
1237660614514835871,179.872354829101,10.1833776516751,24.66752
1237658492816195898,179.872484504293,10.0587276645728,20.45026
1237658492816196022,179.872748948519,10.0237944641132,20.92832
1237660613977964953,179.872840025155,9.78011720625325,21.10131
1237658492816195902,179.873082301093,9.99617036386535,23.25459
1237660613977964961,179.873105006828,9.89850919572715,19.88791
1237660613977964590,179.87388624261,9.79682204154624,17.09128
1237658492816195616,179.87389479294,10.1623419205362,22.80902
1237658492816195712,179.874629613426,10.0506155047456,19.3549
1237658492816196035,179.874791761294,10.1488205219821,21.17399
1237660614514835882,179.874900014501,10.2073989072088,20.54154
1237660613977965186,179.87492093929,9.88024316746168,21.91704
1237658492816196487,179.875029272632,10.061656692542,22.03625
1237658492279325021,179.875081118476,9.749170007163,21.6657
1237660613977964743,179.875176451957,9.81927054493142,19.87267
1237660614514835470,179.875275992844,10.2319747853692,22.11881
